product id,product_Name,types_of_product, product_Brand,unit_price,quantity,price,tax,total_price,order _date,delivery_date,product_availability,product_target_availability
Au914,Uncle Chips(spicy),Snacks,Uncle Chips,30,18 kg,522,277,799,14-03-2021,19-10-2021,31 kg,49 kg
Au915,Uncle Chips(spicy),Snacks,Uncle Chips,26,17 kg,941,172,1113,04-05-2021,26-08-2021,33 kg,54 kg
Au916,Uncle Chips,Snacks,Uncle Chips,23,17 kg,532,341,873,28-04-2021,24-09-2021,34 kg,51 kg
Au917,Uncle Chips,Snacks,Uncle Chips,10,9 kg,892,108,1000,04-05-2021,22-07-2021,27 kg,45 kg
Au918,Uncle Chips(spicy),Snacks,Uncle Chips,46,5 kg,693,230,923,31-03-2021,16-09-2021,36 kg,48 kg
Au919,Uncle Chips(spicy),Snacks,Uncle Chips,34,16 kg,718,398,1116,11-05-2021,31-08-2021,32 kg,48 kg
Au920,Uncle Chips(spicy),Snacks,Uncle Chips,39,18 kg,946,162,1108,18-04-2021,13-07-2021,28 kg,40 kg
Au921,Uncle Chips(spicy),Snacks,Uncle Chips,23,14 kg,998,187,1185,20-05-2021,05-06-2021,34 kg,43 kg
Au922,Uncle Chips(spicy),Snacks,Uncle Chips,30,14 kg,941,331,1272,15-03-2021,28-09-2021,32 kg,56 kg
Au923,Uncle Chips,Snacks,Uncle Chips,37,11 kg,542,199,741,26-03-2021,11-08-2021,34 kg,41 kg
Au924,Uncle Chips(spicy),Snacks,Uncle Chips,37,15 kg,722,152,874,23-03-2021,15-09-2021,31 kg,40 kg
Au925,Uncle Chips,Snacks,Uncle Chips,39,11 kg,985,395,1380,30-01-2021,12-07-2021,33 kg,64 kg
Au926,Uncle Chips,Snacks,Uncle Chips,24,14 kg,794,354,1148,25-04-2021,03-09-2021,40 kg,52 kg
Au927,Uncle Chips(spicy),Snacks,Uncle Chips,15,7 kg,855,362,1217,20-01-2021,01-10-2021,25 kg,52 kg
Au928,Uncle Chips(spicy),Snacks,Uncle Chips,37,14 kg,923,383,1306,21-02-2021,15-06-2021,26 kg,65 kg
Au929,Uncle Chips,Snacks,Uncle Chips,12,13 kg,708,127,835,01-01-2021,18-06-2021,40 kg,47 kg
Au930,Uncle Chips,Snacks,Uncle Chips,25,10 kg,664,393,1057,05-03-2021,14-08-2021,27 kg,42 kg
Au931,Uncle Chips(spicy),Snacks,Uncle Chips,38,10 kg,794,236,1030,11-03-2021,13-07-2021,37 kg,61 kg
Au932,Uncle Chips(spicy),Snacks,Uncle Chips,11,18 kg,911,310,1221,10-04-2021,01-07-2021,33 kg,45 kg
Au933,Uncle Chips,Snacks,Uncle Chips,28,19 kg,522,247,769,06-03-2021,31-10-2021,28 kg,53 kg
Au934,Uncle Chips,Snacks,Uncle Chips,30,5 kg,768,180,948,08-02-2021,02-06-2021,37 kg,53 kg
Au935,Uncle Chips(spicy),Snacks,Uncle Chips,20,10 kg,845,206,1051,20-02-2021,13-07-2021,27 kg,61 kg
Au936,Uncle Chips,Snacks,Uncle Chips,17,20 kg,948,382,1330,25-02-2021,12-06-2021,36 kg,59 kg
Au937,Uncle Chips,Snacks,Uncle Chips,20,9 kg,961,113,1074,21-05-2021,27-11-2021,39 kg,49 kg
Au938,Uncle Chips,Snacks,Uncle Chips,38,13 kg,817,281,1098,20-02-2021,16-10-2021,25 kg,46 kg
Au939,Uncle Chips,Snacks,Uncle Chips,29,11 kg,572,299,871,08-04-2021,02-11-2021,32 kg,60 kg
Au940,Uncle Chips,Snacks,Uncle Chips,37,17 kg,648,261,909,12-01-2021,19-08-2021,27 kg,52 kg
Au941,Uncle Chips,Snacks,Uncle Chips,15,10 kg,675,279,954,21-05-2021,02-07-2021,31 kg,58 kg
Au942,Uncle Chips,Snacks,Uncle Chips,41,19 kg,610,318,928,11-03-2021,01-08-2021,38 kg,58 kg
Au943,Uncle Chips,Snacks,Uncle Chips,15,13 kg,605,125,730,23-02-2021,08-07-2021,39 kg,62 kg
Au944,Uncle Chips(spicy),Snacks,Uncle Chips,36,16 kg,516,238,754,10-02-2021,08-09-2021,36 kg,51 kg
Au945,Uncle Chips(spicy),Snacks,Uncle Chips,23,15 kg,658,203,861,12-02-2021,02-06-2021,25 kg,52 kg
Au946,Uncle Chips(spicy),Snacks,Uncle Chips,29,12 kg,527,236,763,02-04-2021,28-10-2021,39 kg,52 kg
Au947,Uncle Chips,Snacks,Uncle Chips,36,20 kg,545,289,834,24-03-2021,30-08-2021,27 kg,50 kg
Au948,Uncle Chips,Snacks,Uncle Chips,44,16 kg,518,307,825,27-05-2021,07-09-2021,39 kg,58 kg
Au949,Uncle Chips,Snacks,Uncle Chips,38,8 kg,877,350,1227,22-01-2021,19-10-2021,30 kg,45 kg
Au950,Uncle Chips,Snacks,Uncle Chips,14,20 kg,520,149,669,19-03-2021,31-10-2021,31 kg,51 kg
Au951,Uncle Chips(spicy),Snacks,Uncle Chips,20,7 kg,761,225,986,12-01-2021,07-06-2021,34 kg,41 kg
Au952,Uncle Chips(spicy),Snacks,Uncle Chips,24,8 kg,689,211,900,12-05-2021,24-07-2021,35 kg,61 kg
Au953,Uncle Chips,Snacks,Uncle Chips,22,8 kg,735,206,941,27-04-2021,06-06-2021,31 kg,45 kg
Au954,Uncle Chips(spicy),Snacks,Uncle Chips,22,16 kg,870,215,1085,08-01-2021,23-11-2021,29 kg,55 kg
Au955,Uncle Chips(spicy),Snacks,Uncle Chips,21,13 kg,731,141,872,05-05-2021,15-11-2021,38 kg,52 kg
Au956,Uncle Chips,Snacks,Uncle Chips,36,11 kg,791,224,1015,23-05-2021,13-08-2021,36 kg,43 kg
Au957,Uncle Chips(spicy),Snacks,Uncle Chips,24,11 kg,523,264,787,17-04-2021,01-06-2021,29 kg,54 kg
Au958,Uncle Chips,Snacks,Uncle Chips,45,8 kg,702,390,1092,30-04-2021,30-10-2021,37 kg,46 kg
Au959,Uncle Chips(spicy),Snacks,Uncle Chips,40,15 kg,955,136,1091,14-05-2021,05-10-2021,37 kg,59 kg
Au960,Uncle Chips(spicy),Snacks,Uncle Chips,32,15 kg,704,161,865,13-04-2021,10-08-2021,29 kg,61 kg
Au961,Uncle Chips,Snacks,Uncle Chips,23,8 kg,784,125,909,20-02-2021,01-07-2021,27 kg,59 kg
Au962,Uncle Chips,Snacks,Uncle Chips,44,8 kg,594,224,818,19-05-2021,29-07-2021,28 kg,50 kg
Au963,Uncle Chips(spicy),Snacks,Uncle Chips,35,17 kg,829,341,1170,11-04-2021,24-10-2021,32 kg,46 kg
Au964,Uncle Chips,Snacks,Uncle Chips,31,5 kg,500,115,615,14-05-2021,22-06-2021,25 kg,63 kg
Au965,Uncle Chips(spicy),Snacks,Uncle Chips,46,14 kg,931,338,1269,19-01-2021,08-06-2021,39 kg,56 kg
Au966,Uncle Chips,Snacks,Uncle Chips,40,15 kg,915,159,1074,27-01-2021,23-06-2021,31 kg,53 kg
Au967,Uncle Chips,Snacks,Uncle Chips,10,9 kg,901,193,1094,22-01-2021,08-06-2021,26 kg,64 kg
Au968,Walker,Snacks,Pepsi,38,17 kg,881,257,1138,30-04-2021,14-08-2021,39 kg,63 kg
Au969,Walker,Snacks,Pepsi,22,6 kg,584,262,846,11-03-2021,20-11-2021,37 kg,44 kg
Au970,Gamesa,Snacks,Pepsi,13,11 kg,822,290,1112,31-01-2021,11-09-2021,31 kg,46 kg
Au971,Walker,Snacks,Pepsi,19,9 kg,508,232,740,28-02-2021,24-08-2021,26 kg,62 kg
Au972,Gamesa,Snacks,Pepsi,34,8 kg,813,349,1162,04-05-2021,01-10-2021,39 kg,47 kg
Au973,Walker,Snacks,Pepsi,49,19 kg,776,188,964,24-02-2021,21-10-2021,37 kg,44 kg
Au974,Gamesa,Snacks,Pepsi,44,18 kg,667,327,994,01-04-2021,30-11-2021,38 kg,61 kg
Au975,Gamesa,Snacks,Pepsi,50,17 kg,735,325,1060,16-05-2021,06-10-2021,33 kg,43 kg
Au976,Gamesa,Snacks,Pepsi,43,15 kg,823,267,1090,10-02-2021,24-10-2021,25 kg,59 kg
Au977,Walker,Snacks,Pepsi,43,8 kg,549,201,750,18-04-2021,02-10-2021,31 kg,46 kg
Au978,Quaker Oats,Snacks,Pepsi,24,17 kg,972,321,1293,05-05-2021,11-07-2021,40 kg,46 kg
Au979,Gamesa,Snacks,Pepsi,49,14 kg,657,173,830,05-03-2021,18-10-2021,34 kg,47 kg
Au980,Walker,Snacks,Pepsi,26,20 kg,511,119,630,19-04-2021,12-11-2021,30 kg,45 kg
Au981,Gamesa,Snacks,Pepsi,22,12 kg,801,362,1163,19-01-2021,08-10-2021,30 kg,48 kg
Au982,Gamesa,Snacks,Pepsi,40,17 kg,981,233,1214,18-02-2021,23-11-2021,40 kg,52 kg
Au983,Quaker Oats,Snacks,Pepsi,17,15 kg,939,372,1311,14-05-2021,03-11-2021,28 kg,45 kg
Au984,Quaker Oats,Snacks,Pepsi,40,17 kg,738,128,866,26-03-2021,11-07-2021,32 kg,63 kg
Au985,Walker,Snacks,Pepsi,29,11 kg,634,278,912,15-02-2021,02-09-2021,25 kg,56 kg
Au986,Quaker Oats,Snacks,Pepsi,41,5 kg,619,381,1000,28-04-2021,01-12-2021,37 kg,54 kg
Au987,Walker,Snacks,Pepsi,27,20 kg,954,293,1247,08-04-2021,28-08-2021,36 kg,52 kg
Au988,Quaker Oats,Snacks,Pepsi,44,7 kg,856,316,1172,23-02-2021,17-07-2021,38 kg,62 kg
Au989,Quaker Oats,Snacks,Pepsi,22,17 kg,690,155,845,19-01-2021,16-08-2021,33 kg,48 kg
Au990,Walker,Snacks,Pepsi,43,15 kg,741,311,1052,25-05-2021,05-09-2021,26 kg,41 kg
Au991,Quaker Oats,Snacks,Pepsi,31,9 kg,660,153,813,14-03-2021,05-06-2021,40 kg,62 kg
Au992,Gamesa,Snacks,Pepsi,21,6 kg,609,104,713,31-03-2021,21-06-2021,27 kg,61 kg
Au993,Walker,Snacks,Pepsi,35,16 kg,798,334,1132,13-02-2021,09-09-2021,38 kg,42 kg
Au994,Gamesa,Snacks,Pepsi,26,10 kg,619,268,887,05-03-2021,18-09-2021,39 kg,58 kg
Au995,Walker,Snacks,Pepsi,10,18 kg,760,293,1053,11-04-2021,09-08-2021,27 kg,40 kg
Au996,Quaker Oats,Snacks,Pepsi,40,12 kg,656,390,1046,08-05-2021,17-06-2021,29 kg,40 kg
Au997,Walker,Snacks,Pepsi,50,6 kg,983,209,1192,22-01-2021,31-10-2021,28 kg,58 kg
Au998,Gamesa,Snacks,Pepsi,46,6 kg,564,178,742,19-01-2021,08-07-2021,38 kg,64 kg
Au999,Quaker Oats,Snacks,Pepsi,28,5 kg,785,139,924,06-05-2021,30-11-2021,26 kg,45 kg
Au1000,Gamesa,Snacks,Pepsi,31,11 kg,616,319,935,14-03-2021,24-11-2021,40 kg,46 kg
Au1001,Walker,Snacks,Pepsi,43,12 kg,940,238,1178,18-04-2021,24-10-2021,37 kg,63 kg
Au1002,Quaker Oats,Snacks,Pepsi,26,7 kg,823,362,1185,28-01-2021,25-09-2021,36 kg,65 kg
Au1003,Walker,Snacks,Pepsi,26,17 kg,980,140,1120,19-03-2021,30-06-2021,32 kg,46 kg
Au1004,Gamesa,Snacks,Pepsi,22,14 kg,847,279,1126,06-03-2021,03-11-2021,40 kg,58 kg
Au1005,Quaker Oats,Snacks,Pepsi,10,19 kg,791,222,1013,02-01-2021,27-06-2021,38 kg,57 kg
Au1006,Gamesa,Snacks,Pepsi,50,5 kg,855,357,1212,21-03-2021,31-10-2021,25 kg,46 kg
Au1007,Gamesa,Snacks,Pepsi,25,17 kg,651,348,999,12-05-2021,08-06-2021,26 kg,58 kg
Au1008,Gamesa,Snacks,Pepsi,47,15 kg,536,369,905,24-05-2021,15-11-2021,40 kg,54 kg
Au1009,Gamesa,Snacks,Pepsi,40,5 kg,533,173,706,04-05-2021,19-09-2021,31 kg,52 kg
Au1010,Gamesa,Snacks,Pepsi,12,5 kg,932,109,1041,03-04-2021,01-06-2021,25 kg,46 kg
Au1011,Quaker Oats,Snacks,Pepsi,37,16 kg,699,122,821,02-02-2021,04-10-2021,30 kg,53 kg
Au1012,Gamesa,Snacks,Pepsi,27,8 kg,901,338,1239,09-03-2021,19-10-2021,30 kg,40 kg
Au1013,Gamesa,Snacks,Pepsi,18,9 kg,716,264,980,16-01-2021,19-06-2021,30 kg,43 kg
Au1014,Quaker Oats,Snacks,Pepsi,50,9 kg,711,327,1038,06-01-2021,12-10-2021,34 kg,58 kg
Au1015,Quaker Oats,Snacks,Pepsi,26,15 kg,968,234,1202,14-01-2021,14-09-2021,38 kg,64 kg
Au1016,Walker,Snacks,Pepsi,30,16 kg,885,325,1210,23-01-2021,04-11-2021,39 kg,56 kg
Au1017,Gamesa,Snacks,Pepsi,21,5 kg,807,371,1178,18-03-2021,26-08-2021,25 kg,62 kg
Au1018,Gamesa,Snacks,Pepsi,10,7 kg,833,328,1161,21-05-2021,09-06-2021,30 kg,54 kg
Au1019,Quaker Oats,Snacks,Pepsi,33,18 kg,720,374,1094,19-04-2021,01-12-2021,26 kg,54 kg
Au1020,Walker,Snacks,Pepsi,17,16 kg,635,148,783,06-04-2021,21-10-2021,31 kg,61 kg
Au1021,Gamesa,Snacks,Pepsi,20,15 kg,585,181,766,18-02-2021,19-10-2021,26 kg,42 kg
Au1022,Gamesa,Snacks,Pepsi,11,16 kg,979,214,1193,24-05-2021,21-06-2021,37 kg,47 kg
Au1023,Gamesa,Snacks,Pepsi,49,8 kg,895,317,1212,28-01-2021,13-08-2021,25 kg,41 kg
Au1024,Gamesa,Snacks,Pepsi,41,19 kg,585,217,802,28-02-2021,26-11-2021,29 kg,63 kg
Au1025,Walker,Snacks,Pepsi,34,19 kg,650,396,1046,25-01-2021,01-08-2021,25 kg,62 kg
Au1026,Walker,Snacks,Pepsi,43,12 kg,919,391,1310,17-02-2021,27-10-2021,37 kg,63 kg
Au1027,Quaker Oats,Snacks,Pepsi,41,11 kg,909,350,1259,24-04-2021,26-11-2021,40 kg,45 kg
Au1028,Walker,Snacks,Pepsi,45,16 kg,631,210,841,21-03-2021,17-07-2021,35 kg,61 kg
Au1029,Gamesa,Snacks,Pepsi,36,10 kg,676,263,939,26-05-2021,10-10-2021,36 kg,47 kg
Au1030,Quaker Oats,Snacks,Pepsi,21,19 kg,983,236,1219,20-04-2021,09-10-2021,39 kg,57 kg
Au1031,Quaker Oats,Snacks,Pepsi,34,16 kg,889,319,1208,18-04-2021,27-10-2021,40 kg,44 kg
Au1032,Gamesa,Snacks,Pepsi,14,10 kg,993,197,1190,25-04-2021,18-08-2021,38 kg,45 kg
Au1033,Walker,Snacks,Pepsi,48,7 kg,579,319,898,19-01-2021,28-10-2021,39 kg,46 kg
Au1034,Gamesa,Snacks,Pepsi,19,10 kg,831,248,1079,12-05-2021,15-06-2021,25 kg,41 kg
Au1035,Gamesa,Snacks,Pepsi,11,12 kg,686,269,955,10-02-2021,30-11-2021,29 kg,61 kg
Au1036,Quaker Oats,Snacks,Pepsi,46,20 kg,647,249,896,23-05-2021,31-07-2021,25 kg,59 kg
Au1037,Walker,Snacks,Pepsi,41,16 kg,530,236,766,02-05-2021,15-08-2021,36 kg,48 kg
Au1038,Walker,Snacks,Pepsi,20,13 kg,813,108,921,05-02-2021,11-08-2021,40 kg,40 kg
Au1039,Gamesa,Snacks,Pepsi,31,12 kg,581,186,767,28-02-2021,01-12-2021,38 kg,42 kg
Au1040,Quaker Oats,Snacks,Pepsi,42,20 kg,844,377,1221,04-04-2021,05-09-2021,34 kg,41 kg
Au1041,Gamesa,Snacks,Pepsi,34,13 kg,772,225,997,16-05-2021,01-10-2021,29 kg,57 kg
Au1042,Quaker Oats,Snacks,Pepsi,28,17 kg,833,291,1124,03-02-2021,07-06-2021,35 kg,59 kg
Au1043,Gamesa,Snacks,Pepsi,27,17 kg,536,153,689,01-05-2021,30-07-2021,30 kg,52 kg
Au1044,Mother's Horlicks,Health Supplement,HUL,46,12 kg,658,107,765,13-02-2021,19-10-2021,35 kg,53 kg
Au1045,Mother's Horlicks,Health Supplement,HUL,12,12 kg,746,220,966,01-03-2021,01-10-2021,32 kg,56 kg
Au1046,Women's Horlicks,Health Supplement,HUL,38,16 kg,610,143,753,12-03-2021,05-09-2021,33 kg,54 kg
Au1047,Women's Horlicks,Health Supplement,HUL,23,13 kg,647,211,858,18-05-2021,30-08-2021,36 kg,62 kg
Au1048,Lite Horlicks,Health Supplement,HUL,46,12 kg,516,156,672,27-01-2021,06-10-2021,34 kg,50 kg
Au1049,Women's Horlicks,Health Supplement,HUL,48,14 kg,863,127,990,19-05-2021,08-06-2021,33 kg,51 kg
Au1050,Mother's Horlicks,Health Supplement,HUL,48,12 kg,753,177,930,04-03-2021,05-07-2021,38 kg,56 kg
Au1051,Mother's Horlicks,Health Supplement,HUL,16,12 kg,998,339,1337,14-03-2021,13-10-2021,32 kg,53 kg
Au1052,Horlicks,Health Supplement,HUL,22,11 kg,729,264,993,02-03-2021,20-07-2021,36 kg,62 kg
Au1053,Lite Horlicks,Health Supplement,HUL,36,16 kg,745,331,1076,12-05-2021,19-09-2021,33 kg,55 kg
Au1054,Mother's Horlicks,Health Supplement,HUL,32,18 kg,696,123,819,03-05-2021,16-08-2021,32 kg,51 kg
Au1055,Mother's Horlicks,Health Supplement,HUL,45,15 kg,778,290,1068,06-05-2021,08-06-2021,34 kg,63 kg
Au1056,Horlicks,Health Supplement,HUL,36,10 kg,933,109,1042,26-03-2021,06-09-2021,33 kg,58 kg
Au1057,Mother's Horlicks,Health Supplement,HUL,47,13 kg,639,107,746,26-04-2021,31-10-2021,33 kg,52 kg
Au1058,Lite Horlicks,Health Supplement,HUL,25,13 kg,652,246,898,29-03-2021,24-07-2021,32 kg,57 kg
Au1059,Horlicks,Health Supplement,HUL,35,13 kg,522,135,657,06-05-2021,09-08-2021,36 kg,51 kg
Au1060,Mother's Horlicks,Health Supplement,HUL,10,12 kg,990,259,1249,22-04-2021,08-08-2021,30 kg,55 kg
Au1061,Women's Horlicks,Health Supplement,HUL,22,16 kg,812,294,1106,22-05-2021,27-11-2021,32 kg,50 kg
Au1062,Horlicks,Health Supplement,HUL,20,17 kg,819,267,1086,05-03-2021,12-10-2021,30 kg,58 kg
Au1063,Lite Horlicks,Health Supplement,HUL,31,18 kg,915,379,1294,06-02-2021,07-08-2021,34 kg,59 kg
Au1064,Mother's Horlicks,Health Supplement,HUL,47,15 kg,810,275,1085,01-01-2021,09-08-2021,32 kg,60 kg
Au1065,Lite Horlicks,Health Supplement,HUL,12,18 kg,860,252,1112,19-01-2021,25-08-2021,35 kg,55 kg
Au1066,Mother's Horlicks,Health Supplement,HUL,35,19 kg,587,219,806,03-02-2021,24-07-2021,30 kg,62 kg
Au1067,Women's Horlicks,Health Supplement,HUL,28,16 kg,557,249,806,17-02-2021,01-10-2021,37 kg,65 kg
Au1068,Horlicks,Health Supplement,HUL,33,13 kg,803,183,986,09-04-2021,27-08-2021,35 kg,65 kg
Au1069,Women's Horlicks,Health Supplement,HUL,27,13 kg,918,379,1297,10-01-2021,02-07-2021,33 kg,63 kg
Au1070,Women's Horlicks,Health Supplement,HUL,40,11 kg,799,166,965,01-04-2021,06-06-2021,36 kg,60 kg
Au1071,Lite Horlicks,Health Supplement,HUL,34,18 kg,880,210,1090,10-05-2021,13-06-2021,35 kg,55 kg
Au1072,Horlicks,Health Supplement,HUL,12,17 kg,885,240,1125,03-04-2021,23-08-2021,37 kg,56 kg
Au1073,Lite Horlicks,Health Supplement,HUL,33,20 kg,766,393,1159,05-05-2021,07-09-2021,33 kg,58 kg
Au1074,Women's Horlicks,Health Supplement,HUL,43,17 kg,508,282,790,27-01-2021,04-08-2021,37 kg,62 kg
Au1075,Lite Horlicks,Health Supplement,HUL,21,14 kg,614,192,806,28-03-2021,11-07-2021,36 kg,60 kg
Au1076,Lite Horlicks,Health Supplement,HUL,38,11 kg,690,241,931,22-04-2021,26-10-2021,37 kg,56 kg
Au1077,Mother's Horlicks,Health Supplement,HUL,40,20 kg,956,152,1108,20-01-2021,11-08-2021,36 kg,64 kg
Au1078,Lite Horlicks,Health Supplement,HUL,10,18 kg,809,289,1098,30-01-2021,27-08-2021,31 kg,55 kg
Au1079,Mother's Horlicks,Health Supplement,HUL,17,14 kg,880,366,1246,17-04-2021,24-06-2021,32 kg,59 kg
Au1080,Women's Horlicks,Health Supplement,HUL,21,13 kg,755,273,1028,04-05-2021,03-06-2021,34 kg,51 kg
Au1081,Mother's Horlicks,Health Supplement,HUL,15,20 kg,563,156,719,04-02-2021,16-06-2021,32 kg,51 kg
Au1082,Horlicks,Health Supplement,HUL,24,16 kg,625,367,992,31-03-2021,08-10-2021,35 kg,50 kg
Au1083,Horlicks,Health Supplement,HUL,41,20 kg,757,206,963,29-04-2021,25-09-2021,30 kg,59 kg
Au1084,Women's Horlicks,Health Supplement,HUL,35,11 kg,714,256,970,22-05-2021,30-09-2021,33 kg,62 kg
Au1085,Mother's Horlicks,Health Supplement,HUL,32,17 kg,652,178,830,14-01-2021,17-10-2021,36 kg,63 kg
Au1086,Horlicks,Health Supplement,HUL,33,17 kg,572,173,745,04-02-2021,06-10-2021,35 kg,52 kg
Au1087,Lite Horlicks,Health Supplement,HUL,40,12 kg,639,110,749,10-03-2021,26-10-2021,38 kg,54 kg
Au1088,Women's Horlicks,Health Supplement,HUL,11,13 kg,652,319,971,20-03-2021,03-07-2021,38 kg,63 kg
Au1089,Lite Horlicks,Health Supplement,HUL,42,12 kg,964,288,1252,15-04-2021,28-08-2021,38 kg,60 kg
Au1090,Horlicks,Health Supplement,HUL,38,12 kg,835,374,1209,08-04-2021,11-08-2021,34 kg,65 kg
Au1091,Women's Horlicks,Health Supplement,HUL,43,11 kg,869,286,1155,22-04-2021,03-09-2021,37 kg,56 kg
Au1092,Women's Horlicks,Health Supplement,HUL,21,18 kg,617,128,745,20-01-2021,12-08-2021,35 kg,62 kg
Au1093,Horlicks,Health Supplement,HUL,37,11 kg,993,152,1145,23-01-2021,12-10-2021,33 kg,57 kg
Au1094,Mother's Horlicks,Health Supplement,HUL,32,20 kg,975,201,1176,15-03-2021,11-07-2021,38 kg,61 kg
Au1095,Women's Horlicks,Health Supplement,HUL,28,19 kg,880,193,1073,12-05-2021,13-10-2021,39 kg,62 kg
Au1096,Mother's Horlicks,Health Supplement,HUL,33,12 kg,821,292,1113,21-01-2021,15-06-2021,38 kg,57 kg
Au1097,Women's Horlicks,Health Supplement,HUL,23,18 kg,768,280,1048,24-04-2021,18-06-2021,34 kg,64 kg
Au1098,Mother's Horlicks,Health Supplement,HUL,13,14 kg,830,185,1015,04-04-2021,28-11-2021,33 kg,65 kg
Au1099,Women's Horlicks,Health Supplement,HUL,35,11 kg,564,133,697,03-01-2021,13-08-2021,33 kg,57 kg
Au1100,Women's Horlicks,Health Supplement,HUL,30,15 kg,556,108,664,14-03-2021,04-11-2021,38 kg,50 kg
